student_number,academic_year,school_id,grade,exam_grade,subject,percent_correct
701156492,2019,2,9,9,ELA,50
309001056,2019,2,11,11,Math,31.03
309001056,2019,2,11,11,ELA,45.83
310001396,2019,2,9,9,Math,27.59
310001396,2019,2,9,9,ELA,37.5
305001436,2019,2,10,10,Math,44.83
305001436,2019,2,10,10,ELA,54.17
303001191,2019,2,9,9,Math,31.03
303001191,2019,2,9,9,ELA,32.29
701155033,2019,2,11,11,Math,20.69
701155033,2019,2,11,11,ELA,31.25
701158119,2019,2,9,9,Math,22.41
701158119,2019,2,9,9,ELA,21.88
295861091,2019,2,9,9,Math,41.38
295861091,2019,2,9,9,ELA,29.17
305002364,2019,2,11,11,Math,24.14
305002364,2019,2,11,11,ELA,18.75
310001397,2019,2,9,9,Math,43.1
310001397,2019,2,9,9,ELA,41.67
302001388,2019,2,10,10,Math,53.45
302001388,2019,2,10,10,ELA,52.08
701152683,2019,2,9,9,Math,5.17
701152683,2019,2,9,9,ELA,10.42
303001229,2019,2,9,9,Math,62.07
303001229,2019,2,9,9,ELA,52.08
305001291,2019,2,10,10,Math,36.21
305001291,2019,2,10,10,ELA,55.21
303001164,2019,2,10,10,Math,55.17
303001164,2019,2,10,10,ELA,37.5
309001058,2019,2,11,11,Math,56.9
309001058,2019,2,11,11,ELA,68.75
466103187,2019,2,9,9,Math,36.21
466103187,2019,2,9,9,ELA,41.67
660037990,2019,2,10,10,Math,36.21
660037990,2019,2,10,10,ELA,36.46
302001639,2019,2,10,10,Math,37.93
302001639,2019,2,10,10,ELA,36.46
309001060,2019,2,10,10,Math,17.24
309001060,2019,2,10,10,ELA,25
303001187,2019,2,11,11,Math,24.14
303001187,2019,2,11,11,ELA,35.42
303001246,2019,2,9,9,Math,37.93
303001246,2019,2,9,9,ELA,17.71
310001400,2019,2,9,9,Math,31.03
310001400,2019,2,9,9,ELA,43.75
303001227,2019,2,9,9,Math,27.59
303001227,2019,2,9,9,ELA,23.96
305001352,2019,2,9,9,Math,29.31
305001352,2019,2,9,9,ELA,28.13
305002353,2019,2,9,9,Math,20.69
305002353,2019,2,9,9,ELA,28.13
881950251,2019,2,9,9,Math,50
881950251,2019,2,9,9,ELA,44.79
310001401,2019,2,9,9,Math,36.21
310001401,2019,2,9,9,ELA,41.67
310001404,2019,2,9,9,Math,13.79
310001404,2019,2,9,9,ELA,33.33
310001403,2019,2,9,9,Math,20.69
310001403,2019,2,9,9,ELA,33.33
701156580,2019,2,10,10,Math,39.66
701156580,2019,2,10,10,ELA,32.29
305002112,2019,2,11,11,Math,36.21
305002112,2019,2,11,11,ELA,37.5
303001289,2019,2,9,9,Math,36.21
303001289,2019,2,9,9,ELA,39.58
303001291,2019,2,9,9,Math,53.45
303001291,2019,2,9,9,ELA,45.83
305003406,2019,2,9,9,Math,37.93
305003406,2019,2,9,9,ELA,18.75
302001392,2019,2,9,9,Math,25.86
302001392,2019,2,9,9,ELA,26.04
302001393,2019,2,9,9,Math,37.93
302001393,2019,2,9,9,ELA,51.04
309001065,2019,2,11,11,Math,68.97
309001065,2019,2,11,11,ELA,77.08
625711379,2019,2,9,9,Math,50
625711379,2019,2,9,9,ELA,56.25
701152678,2019,2,9,9,Math,48.28
701152678,2019,2,9,9,ELA,59.38
302001394,2019,2,10,10,Math,67.24
302001394,2019,2,10,10,ELA,63.54
309001066,2019,2,11,11,Math,74.14
309001066,2019,2,11,11,ELA,60.42
305002365,2019,2,9,9,Math,25.86
305002365,2019,2,9,9,ELA,28.13
302001645,2019,2,10,10,Math,39.66
302001645,2019,2,10,10,ELA,33.33
701155035,2019,2,11,11,Math,31.03
701155035,2019,2,11,11,ELA,35.42
701153919,2019,2,10,10,Math,22.41
701153919,2019,2,10,10,ELA,26.04
701158499,2019,2,9,9,Math,3.45
701158499,2019,2,9,9,ELA,4.17
302001395,2019,2,9,9,Math,29.31
302001395,2019,2,9,9,ELA,21.88
302001646,2019,2,9,9,Math,29.31
302001646,2019,2,9,9,ELA,31.25
309001069,2019,2,11,11,Math,20.69
309001069,2019,2,11,11,ELA,18.75
701156455,2019,2,11,11,Math,53.45
701156455,2019,2,11,11,ELA,64.58
305003033,2019,2,9,9,Math,25.86
305003033,2019,2,9,9,ELA,26.04
303001286,2019,2,9,9,Math,43.1
303001286,2019,2,9,9,ELA,43.75
305001354,2019,2,10,10,Math,51.72
305001354,2019,2,10,10,ELA,59.38
309001071,2019,2,11,11,Math,75.86
309001071,2019,2,11,11,ELA,73.96
701152538,2019,2,9,9,Math,65.52
701152538,2019,2,9,9,ELA,58.33
305001427,2019,2,9,9,Math,0
305001427,2019,2,9,9,ELA,0
701153996,2019,2,9,9,Math,13.79
701153996,2019,2,9,9,ELA,25
701158126,2019,2,11,11,Math,34.48
701158126,2019,2,11,11,ELA,50
310001409,2019,2,9,9,Math,39.66
310001409,2019,2,9,9,ELA,34.38
303001247,2019,2,9,9,Math,43.1
303001247,2019,2,9,9,ELA,30.21
310001410,2019,2,9,9,Math,44.83
310001410,2019,2,9,9,ELA,27.08
305001397,2019,2,9,9,Math,25.86
305001397,2019,2,9,9,ELA,23.96
305001388,2019,2,10,10,Math,68.97
305001388,2019,2,10,10,ELA,72.92
305001299,2019,2,10,10,Math,29.31
305001299,2019,2,10,10,ELA,48.96
309001076,2019,2,11,11,Math,70.69
309001076,2019,2,11,11,ELA,79.17
302001650,2019,2,10,10,Math,65.52
302001650,2019,2,10,10,ELA,53.13
309001089,2019,2,11,11,Math,41.38
309001089,2019,2,11,11,ELA,54.17
302001651,2019,2,9,9,Math,29.31
302001651,2019,2,9,9,ELA,33.33
302001179,2019,2,11,11,Math,27.59
302001179,2019,2,11,11,ELA,22.92
701156497,2019,2,10,10,Math,41.38
701156497,2019,2,10,10,ELA,44.79
302001647,2019,2,9,9,Math,20.69
302001647,2019,2,9,9,ELA,16.67
701153962,2019,2,9,9,Math,55.17
701153962,2019,2,9,9,ELA,43.75
303001170,2019,2,10,10,Math,25.86
303001170,2019,2,10,10,ELA,5.21
302001652,2019,2,10,10,Math,63.79
302001652,2019,2,10,10,ELA,61.46
701153933,2019,2,11,11,Math,24.14
701153933,2019,2,11,11,ELA,41.67
302001653,2019,2,10,10,Math,75.86
302001653,2019,2,10,10,ELA,64.58
701156041,2019,2,9,9,Math,27.59
701156041,2019,2,9,9,ELA,16.67
309001079,2019,2,11,11,Math,55.17
309001079,2019,2,11,11,ELA,80.21
310001412,2019,2,9,9,Math,22.41
310001412,2019,2,9,9,ELA,30.21
305003397,2019,2,9,9,Math,67.24
305003397,2019,2,9,9,ELA,53.13
904760352,2019,2,9,9,Math,37.93
904760352,2019,2,9,9,ELA,31.25
309001084,2019,2,11,11,Math,60.34
309001084,2019,2,11,11,ELA,53.13
701158658,2019,2,9,9,Math,15.52
701158658,2019,2,9,9,ELA,27.08
303001290,2019,2,9,9,Math,39.66
303001290,2019,2,9,9,ELA,40.63
303001270,2019,2,9,9,Math,46.55
303001270,2019,2,9,9,ELA,37.5
302001656,2019,2,10,10,Math,34.48
302001656,2019,2,10,10,ELA,39.58
302001401,2019,2,10,10,Math,60.34
302001401,2019,2,10,10,ELA,43.75
302001402,2019,2,10,10,Math,32.76
302001402,2019,2,10,10,ELA,35.42
302001658,2019,2,10,10,Math,25.86
302001658,2019,2,10,10,ELA,29.17
302001659,2019,2,10,10,Math,48.28
302001659,2019,2,10,10,ELA,50
302001766,2019,2,11,11,Math,17.24
302001766,2019,2,11,11,ELA,35.42
309001085,2019,2,11,11,Math,48.28
309001085,2019,2,11,11,ELA,36.46
303001262,2019,2,9,9,Math,44.83
303001262,2019,2,9,9,ELA,25
309001087,2019,2,11,11,Math,50
309001087,2019,2,11,11,ELA,54.17
302001661,2019,2,10,10,Math,8.62
302001661,2019,2,10,10,ELA,17.71
302001755,2019,2,10,10,Math,41.38
302001755,2019,2,10,10,ELA,56.25
310001417,2019,2,9,9,Math,32.76
310001417,2019,2,9,9,ELA,39.58
305002338,2019,2,9,9,Math,29.31
305002338,2019,2,9,9,ELA,0
306001331,2019,2,10,10,Math,20.69
306001331,2019,2,10,10,ELA,2.08
890228085,2019,3,11,11,Math,37.93
890228085,2019,3,11,11,ELA,21.88
890212401,2019,3,9,9,Math,10.34
890212401,2019,3,9,9,ELA,22.92
890157116,2019,3,10,10,Math,18.97
890157116,2019,3,10,10,ELA,13.54
890204438,2019,3,9,9,Math,6.9
890204438,2019,3,9,9,ELA,9.38
890212916,2019,3,10,10,Math,18.97
890212916,2019,3,10,10,ELA,32.29
890247798,2019,3,9,9,Math,17.24
890247798,2019,3,9,9,ELA,0
890211927,2019,3,9,9,Math,13.79
890211927,2019,3,9,9,ELA,0
890201889,2019,3,11,11,Math,20.69
890201889,2019,3,11,11,ELA,26.04
890225851,2019,3,11,11,Math,29.31
890225851,2019,3,11,11,ELA,56.25
890204972,2019,3,9,9,Math,13.79
890204972,2019,3,9,9,ELA,23.96
890211894,2019,3,9,9,Math,6.9
890211894,2019,3,9,9,ELA,0
890213873,2019,3,9,9,Math,13.79
890213873,2019,3,9,9,ELA,0
890231920,2019,3,10,10,Math,37.93
890231920,2019,3,10,10,ELA,36.46
890223305,2019,3,9,9,Math,8.62
890223305,2019,3,9,9,ELA,0
890206002,2019,3,10,10,Math,36.21
890206002,2019,3,10,10,ELA,38.54
890211807,2019,3,9,9,Math,1.72
890211807,2019,3,9,9,ELA,0
890210593,2019,3,9,9,Math,6.9
890210593,2019,3,9,9,ELA,0
890159389,2019,3,11,11,Math,0
890159389,2019,3,11,11,ELA,0
890210482,2019,3,9,9,Math,6.9
890210482,2019,3,9,9,ELA,0
890209435,2019,3,10,10,Math,41.38
890209435,2019,3,10,10,ELA,46.88
890211790,2019,3,9,9,Math,8.62
890211790,2019,3,9,9,ELA,0
890210599,2019,3,9,9,Math,12.07
890210599,2019,3,9,9,ELA,33.33
890207934,2019,3,9,9,Math,10.34
890207934,2019,3,9,9,ELA,20.83
890207725,2019,3,9,9,Math,13.79
890207725,2019,3,9,9,ELA,25
890231165,2019,3,11,11,Math,36.21
890231165,2019,3,11,11,ELA,54.17
890214542,2019,3,10,10,Math,12.07
890214542,2019,3,10,10,ELA,42.71
890207287,2019,3,10,10,Math,34.48
890207287,2019,3,10,10,ELA,45.83
890206815,2019,3,10,10,Math,24.14
890206815,2019,3,10,10,ELA,36.46
890205045,2019,3,11,11,Math,39.66
890205045,2019,3,11,11,ELA,50
890205071,2019,3,10,10,Math,24.14
890205071,2019,3,10,10,ELA,23.96
890212309,2019,3,9,9,Math,13.79
890212309,2019,3,9,9,ELA,0
890210537,2019,3,9,9,Math,5.17
890210537,2019,3,9,9,ELA,0
890201556,2019,3,11,11,Math,27.59
890201556,2019,3,11,11,ELA,13.54
890215041,2019,3,9,9,Math,39.66
890215041,2019,3,9,9,ELA,0
890202270,2019,3,11,11,Math,5.17
890202270,2019,3,11,11,ELA,30.21
890208427,2019,3,11,11,Math,17.24
890208427,2019,3,11,11,ELA,48.96
890201356,2019,3,11,11,Math,17.24
890201356,2019,3,11,11,ELA,36.46
890208943,2019,3,10,10,Math,34.48
890208943,2019,3,10,10,ELA,44.79
890151298,2019,3,11,11,Math,22.41
890151298,2019,3,11,11,ELA,46.88
890155586,2019,3,11,11,Math,17.24
890155586,2019,3,11,11,ELA,29.17
890155585,2019,3,11,11,Math,20.69
890155585,2019,3,11,11,ELA,40.63
890159993,2019,3,10,10,Math,24.14
890159993,2019,3,10,10,ELA,42.71
890204256,2019,3,11,11,Math,20.69
890204256,2019,3,11,11,ELA,40.63
890202227,2019,3,10,10,Math,20.69
890202227,2019,3,10,10,ELA,34.38
890215008,2019,3,9,9,Math,1.72
890215008,2019,3,9,9,ELA,0
890158054,2019,3,10,10,Math,27.59
890158054,2019,3,10,10,ELA,44.79
890212751,2019,3,9,9,Math,5.17
890212751,2019,3,9,9,ELA,0
890208654,2019,3,9,9,Math,3.45
890208654,2019,3,9,9,ELA,0
890213780,2019,3,9,9,Math,46.55
890213780,2019,3,9,9,ELA,0
890202196,2019,3,11,11,Math,17.24
890202196,2019,3,11,11,ELA,20.83
890203736,2019,3,10,10,Math,18.97
890203736,2019,3,10,10,ELA,53.13
890207768,2019,3,9,9,Math,13.79
890207768,2019,3,9,9,ELA,0
890237971,2019,3,10,10,Math,17.24
890237971,2019,3,10,10,ELA,30.21
890207766,2019,3,9,9,Math,10.34
890207766,2019,3,9,9,ELA,0
890214210,2019,3,9,9,Math,10.34
890214210,2019,3,9,9,ELA,38.54
890205011,2019,3,11,11,Math,22.41
890205011,2019,3,11,11,ELA,31.25
890202231,2019,3,10,10,Math,12.07
890202231,2019,3,10,10,ELA,0
890207113,2019,3,10,10,Math,13.79
890207113,2019,3,10,10,ELA,38.54
890204300,2019,3,11,11,Math,43.1
890204300,2019,3,11,11,ELA,39.58
890211175,2019,3,9,9,Math,27.59
890211175,2019,3,9,9,ELA,29.17
890212099,2019,3,9,9,Math,8.62
890212099,2019,3,9,9,ELA,9.38
890207181,2019,3,10,10,Math,22.41
890207181,2019,3,10,10,ELA,31.25
890210292,2019,3,9,9,Math,22.41
890210292,2019,3,9,9,ELA,25
890211497,2019,3,9,9,Math,25.86
890211497,2019,3,9,9,ELA,22.92
890205276,2019,3,10,10,Math,24.14
890205276,2019,3,10,10,ELA,32.29
890215195,2019,3,9,9,Math,13.79
890215195,2019,3,9,9,ELA,23.96
890214300,2019,3,9,9,Math,18.97
890214300,2019,3,9,9,ELA,6.25
890247396,2019,3,9,9,Math,36.21
890247396,2019,3,9,9,ELA,37.5
890160768,2019,3,11,11,Math,12.07
890160768,2019,3,11,11,ELA,42.71
890220438,2019,3,9,9,Math,10.34
890220438,2019,3,9,9,ELA,0
890206830,2019,3,10,10,Math,12.07
890206830,2019,3,10,10,ELA,26.04
890159679,2019,3,11,11,Math,51.72
890159679,2019,3,11,11,ELA,52.08
890160213,2019,3,11,11,Math,15.52
890160213,2019,3,11,11,ELA,28.13
890205131,2019,3,10,10,Math,6.9
890205131,2019,3,10,10,ELA,31.25
890201377,2019,3,11,11,Math,32.76
890201377,2019,3,11,11,ELA,23.96
890200226,2019,3,11,11,Math,25.86
890200226,2019,3,11,11,ELA,43.75
890200851,2019,3,10,10,Math,36.21
890200851,2019,3,10,10,ELA,37.5
890209823,2019,3,9,9,Math,12.07
890209823,2019,3,9,9,ELA,20.83
890209821,2019,3,9,9,Math,22.41
890209821,2019,3,9,9,ELA,40.63
890246303,2019,3,10,10,Math,3.45
890246303,2019,3,10,10,ELA,32.29
890239983,2019,3,10,10,Math,22.41
890239983,2019,3,10,10,ELA,32.29
890212871,2019,3,9,9,Math,20.69
890212871,2019,3,9,9,ELA,8.33
890210367,2019,3,10,10,Math,17.24
890210367,2019,3,10,10,ELA,31.25
890160253,2019,3,10,10,Math,44.83
890160253,2019,3,10,10,ELA,53.13
890201390,2019,3,11,11,Math,29.31
890201390,2019,3,11,11,ELA,53.13
890209072,2019,3,9,9,Math,24.14
890209072,2019,3,9,9,ELA,28.13
890201012,2019,3,10,10,Math,22.41
890201012,2019,3,10,10,ELA,50
890155734,2019,3,11,11,Math,22.41
890155734,2019,3,11,11,ELA,31.25
890214650,2019,3,9,9,Math,22.41
890214650,2019,3,9,9,ELA,15.63
890202277,2019,3,11,11,Math,18.97
890202277,2019,3,11,11,ELA,29.17
890211808,2019,3,9,9,Math,31.03
890211808,2019,3,9,9,ELA,17.71
890209779,2019,3,9,9,Math,24.14
890209779,2019,3,9,9,ELA,27.08
890204483,2019,3,10,10,Math,17.24
890204483,2019,3,10,10,ELA,0
890217728,2019,3,9,9,Math,34.48
890217728,2019,3,9,9,ELA,15.63
890207654,2019,3,11,11,Math,12.07
890207654,2019,3,11,11,ELA,37.5
890207713,2019,3,10,10,Math,8.62
890207713,2019,3,10,10,ELA,0
890215361,2019,3,9,9,Math,39.66
890215361,2019,3,9,9,ELA,33.33
890215250,2019,3,10,10,Math,41.38
890215250,2019,3,10,10,ELA,58.33
890158336,2019,3,11,11,Math,8.62
890158336,2019,3,11,11,ELA,40.63
890211751,2019,3,9,9,Math,13.79
890211751,2019,3,9,9,ELA,0
890215369,2019,3,9,9,Math,39.66
890215369,2019,3,9,9,ELA,33.33
890214198,2019,3,9,9,Math,31.03
890214198,2019,3,9,9,ELA,30.21
890223257,2019,3,9,9,Math,15.52
890223257,2019,3,9,9,ELA,56.25
502000212,2019,3,10,10,Math,1.72
502000212,2019,3,10,10,ELA,0
890218071,2019,3,9,9,Math,22.41
890218071,2019,3,9,9,ELA,16.67
890212774,2019,3,9,9,Math,17.24
890212774,2019,3,9,9,ELA,21.88
890201564,2019,3,11,11,Math,8.62
890201564,2019,3,11,11,ELA,40.63
890202899,2019,3,11,11,Math,50
890202899,2019,3,11,11,ELA,76.04
890247868,2019,3,9,9,Math,12.07
890247868,2019,3,9,9,ELA,9.38
890203351,2019,3,11,11,Math,20.69
890203351,2019,3,11,11,ELA,30.21
890210560,2019,3,9,9,Math,34.48
890210560,2019,3,9,9,ELA,0
890207161,2019,3,10,10,Math,10.34
890207161,2019,3,10,10,ELA,0
890236508,2019,3,10,10,Math,24.14
890236508,2019,3,10,10,ELA,40.63
890209092,2019,3,9,9,Math,3.45
890209092,2019,3,9,9,ELA,0
890209377,2019,3,9,9,Math,13.79
890209377,2019,3,9,9,ELA,0
890157345,2019,3,11,11,Math,25.86
890157345,2019,3,11,11,ELA,30.21
890159760,2019,3,10,10,Math,27.59
890159760,2019,3,10,10,ELA,32.29
890211832,2019,3,9,9,Math,12.07
890211832,2019,3,9,9,ELA,0
890235783,2019,3,9,9,Math,8.62
890235783,2019,3,9,9,ELA,0
890203594,2019,3,11,11,Math,20.69
890203594,2019,3,11,11,ELA,43.75
890206248,2019,3,10,10,Math,31.03
890206248,2019,3,10,10,ELA,58.33
890208337,2019,3,9,9,Math,10.34
890208337,2019,3,9,9,ELA,0
890224096,2019,3,9,9,Math,8.62
890224096,2019,3,9,9,ELA,0
890236413,2019,3,9,9,Math,12.07
890236413,2019,3,9,9,ELA,0
890202746,2019,3,11,11,Math,15.52
890202746,2019,3,11,11,ELA,28.13
890232277,2019,3,10,10,Math,10.34
890232277,2019,3,10,10,ELA,0
890215632,2019,3,9,9,Math,6.9
890215632,2019,3,9,9,ELA,0
890210514,2019,3,9,9,Math,3.45
890210514,2019,3,9,9,ELA,0
890211460,2019,3,9,9,Math,12.07
890211460,2019,3,9,9,ELA,0
890214352,2019,3,11,11,Math,22.41
890214352,2019,3,11,11,ELA,27.08
890208754,2019,3,9,9,Math,10.34
890208754,2019,3,9,9,ELA,0
890214688,2019,3,9,9,Math,5.17
890214688,2019,3,9,9,ELA,0
890205412,2019,3,10,10,Math,17.24
890205412,2019,3,10,10,ELA,58.33
890211665,2019,3,9,9,Math,25.86
890211665,2019,3,9,9,ELA,26.04
890211115,2019,3,9,9,Math,24.14
890211115,2019,3,9,9,ELA,0
890205248,2019,3,11,11,Math,25.86
890205248,2019,3,11,11,ELA,44.79
890217349,2019,3,9,9,Math,10.34
890217349,2019,3,9,9,ELA,0
890155908,2019,3,11,11,Math,0
890155908,2019,3,11,11,ELA,0
890213803,2019,3,9,9,Math,15.52
890213803,2019,3,9,9,ELA,28.13
890208318,2019,3,11,11,Math,18.97
890208318,2019,3,11,11,ELA,5.21
890213957,2019,3,9,9,Math,6.9
890213957,2019,3,9,9,ELA,0
890206715,2019,3,9,9,Math,6.9
890206715,2019,3,9,9,ELA,0
890201220,2019,3,11,11,Math,18.97
890201220,2019,3,11,11,ELA,42.71
890210817,2019,3,9,9,Math,17.24
890210817,2019,3,9,9,ELA,0
890210471,2019,3,9,9,Math,15.52
890210471,2019,3,9,9,ELA,0
890200911,2019,3,11,11,Math,22.41
890200911,2019,3,11,11,ELA,35.42
890210845,2019,3,9,9,Math,6.9
890210845,2019,3,9,9,ELA,0
890210102,2019,3,9,9,Math,39.66
890210102,2019,3,9,9,ELA,23.96
890161030,2019,3,11,11,Math,24.14
890161030,2019,3,11,11,ELA,31.25
890211985,2019,3,9,9,Math,8.62
890211985,2019,3,9,9,ELA,0
890202955,2019,3,11,11,Math,18.97
890202955,2019,3,11,11,ELA,32.29
890205423,2019,3,10,10,Math,12.07
890205423,2019,3,10,10,ELA,0
890222791,2019,3,9,9,Math,31.03
890222791,2019,3,9,9,ELA,28.13
890161017,2019,3,11,11,Math,27.59
890161017,2019,3,11,11,ELA,36.46
890208572,2019,3,10,10,Math,10.34
890208572,2019,3,10,10,ELA,35.42
890202757,2019,3,10,10,Math,25.86
890202757,2019,3,10,10,ELA,62.5
890212084,2019,3,9,9,Math,41.38
890212084,2019,3,9,9,ELA,37.5
890207252,2019,3,10,10,Math,17.24
890207252,2019,3,10,10,ELA,37.5
890211451,2019,3,9,9,Math,31.03
890211451,2019,3,9,9,ELA,30.21
890202800,2019,3,11,11,Math,5.17
890202800,2019,3,11,11,ELA,20.83
890206847,2019,3,10,10,Math,32.76
890206847,2019,3,10,10,ELA,33.33
890213090,2019,3,11,11,Math,25.86
890213090,2019,3,11,11,ELA,52.08
890209703,2019,3,9,9,Math,34.48
890209703,2019,3,9,9,ELA,23.96
890209294,2019,3,10,10,Math,25.86
890209294,2019,3,10,10,ELA,39.58
890209189,2019,3,10,10,Math,22.41
890209189,2019,3,10,10,ELA,41.67
890212371,2019,3,10,10,Math,44.83
890212371,2019,3,10,10,ELA,41.67
890209725,2019,3,9,9,Math,0
890209725,2019,3,9,9,ELA,0
890206465,2019,3,10,10,Math,18.97
890206465,2019,3,10,10,ELA,21.88
890159648,2019,3,11,11,Math,12.07
890159648,2019,3,11,11,ELA,29.17
890203448,2019,3,10,10,Math,24.14
890203448,2019,3,10,10,ELA,36.46
890158888,2019,3,10,10,Math,18.97
890158888,2019,3,10,10,ELA,31.25
890161304,2019,3,10,10,Math,24.14
890161304,2019,3,10,10,ELA,41.67
890211228,2019,3,9,9,Math,32.76
890211228,2019,3,9,9,ELA,26.04
890251210,2019,3,9,9,Math,27.27
890251210,2019,3,9,9,ELA,31.94
890204053,2019,3,9,9,Math,41.38
890204053,2019,3,9,9,ELA,26.04
890234050,2019,3,9,9,Math,25.86
890234050,2019,3,9,9,ELA,33.33
890210255,2019,3,9,9,Math,31.03
890210255,2019,3,9,9,ELA,48.96
890205294,2019,3,10,10,Math,17.24
890205294,2019,3,10,10,ELA,33.33
890206871,2019,3,9,9,Math,0
890206871,2019,3,9,9,ELA,0
890206761,2019,3,10,10,Math,6.9
890206761,2019,3,10,10,ELA,31.25
890201103,2019,3,10,10,Math,25.86
890201103,2019,3,10,10,ELA,33.33
890216346,2019,3,9,9,Math,0
890216346,2019,3,9,9,ELA,0
890161041,2019,3,10,10,Math,0
890161041,2019,3,10,10,ELA,0
890212132,2019,3,9,9,Math,22.41
890212132,2019,3,9,9,ELA,27.08
890212098,2019,3,9,9,Math,50
890212098,2019,3,9,9,ELA,50
890202571,2019,3,10,10,Math,12.07
890202571,2019,3,10,10,ELA,28.13
890160103,2019,3,11,11,Math,20.69
890160103,2019,3,11,11,ELA,32.29
890159697,2019,3,10,10,Math,12.07
890159697,2019,3,10,10,ELA,31.25
890211691,2019,3,9,9,Math,43.1
890211691,2019,3,9,9,ELA,31.25
890210236,2019,3,9,9,Math,20.69
890210236,2019,3,9,9,ELA,36.46
890237606,2019,3,10,10,Math,10.34
890237606,2019,3,10,10,ELA,25
890227706,2019,3,9,9,Math,55.17
890227706,2019,3,9,9,ELA,32.29
890201692,2019,3,10,10,Math,18.97
890201692,2019,3,10,10,ELA,35.42
890201874,2019,3,10,10,Math,17.24
890201874,2019,3,10,10,ELA,18.75
890247397,2019,3,10,10,Math,15.52
890247397,2019,3,10,10,ELA,26.04
890210715,2019,3,9,9,Math,10.34
890210715,2019,3,9,9,ELA,27.08
890211818,2019,3,9,9,Math,50
890211818,2019,3,9,9,ELA,35.42
890217738,2019,3,10,10,Math,17.24
890217738,2019,3,10,10,ELA,23.96
890203949,2019,3,10,10,Math,6.9
890203949,2019,3,10,10,ELA,45.83
890160265,2019,3,10,10,Math,32.76
890160265,2019,3,10,10,ELA,44.79
890206814,2019,3,10,10,Math,0
890206814,2019,3,10,10,ELA,0
890205379,2019,3,9,9,Math,18.97
890205379,2019,3,9,9,ELA,27.08
890212398,2019,3,11,11,Math,13.79
890212398,2019,3,11,11,ELA,37.5
890208260,2019,3,9,9,Math,12.07
890208260,2019,3,9,9,ELA,0
890209325,2019,3,9,9,Math,6.9
890209325,2019,3,9,9,ELA,0
890204181,2019,3,11,11,Math,15.52
890204181,2019,3,11,11,ELA,19.79
890212383,2019,3,9,9,Math,41.38
890212383,2019,3,9,9,ELA,0
890207913,2019,3,9,9,Math,34.48
890207913,2019,3,9,9,ELA,25
890205287,2019,3,9,9,Math,15.52
890205287,2019,3,9,9,ELA,25
890213251,2019,3,9,9,Math,17.24
890213251,2019,3,9,9,ELA,17.71
890201073,2019,3,11,11,Math,29.31
890201073,2019,3,11,11,ELA,55.21
890206004,2019,3,9,9,Math,34.48
890206004,2019,3,9,9,ELA,27.08
890209607,2019,3,9,9,Math,44.83
890209607,2019,3,9,9,ELA,17.71
890211932,2019,3,9,9,Math,56.9
890211932,2019,3,9,9,ELA,58.33
890230895,2019,3,11,11,Math,5.17
890230895,2019,3,11,11,ELA,46.88
510006299,2019,3,9,9,Math,17.24
510006299,2019,3,9,9,ELA,22.92
890202894,2019,3,11,11,Math,5.17
890202894,2019,3,11,11,ELA,34.38
890210792,2019,3,9,9,Math,50
890210792,2019,3,9,9,ELA,18.75
890213806,2019,3,9,9,Math,22.41
890213806,2019,3,9,9,ELA,8.33
890157424,2019,3,11,11,Math,0
890157424,2019,3,11,11,ELA,8.33
890207562,2019,3,11,11,Math,8.62
890207562,2019,3,11,11,ELA,55.21
890202213,2019,3,11,11,Math,22.41
890202213,2019,3,11,11,ELA,32.29
890211624,2019,3,9,9,Math,43.1
890211624,2019,3,9,9,ELA,23.96
890158844,2019,3,11,11,Math,13.79
890158844,2019,3,11,11,ELA,35.42
890213783,2019,3,9,9,Math,62.07
890213783,2019,3,9,9,ELA,54.17
890233091,2019,3,9,9,Math,18.97
890233091,2019,3,9,9,ELA,16.67
890259061,2019,3,9,9,Math,12.07
890259061,2019,3,9,9,ELA,18.75
890260715,2019,3,9,9,Math,32.76
890260715,2019,3,9,9,ELA,19.79
890228633,2019,3,9,9,Math,41.38
890228633,2019,3,9,9,ELA,34.38
890258984,2019,3,9,9,Math,22.41
890258984,2019,3,9,9,ELA,21.88
890209417,2019,3,9,9,Math,12.07
890209417,2019,3,9,9,ELA,10.42
890155127,2019,3,11,11,Math,31.03
890155127,2019,3,11,11,ELA,47.92
890211566,2019,3,9,9,Math,15.52
890211566,2019,3,9,9,ELA,39.58
890210581,2019,3,9,9,Math,43.1
890210581,2019,3,9,9,ELA,29.17
890209104,2019,3,9,9,Math,36.21
890209104,2019,3,9,9,ELA,30.21
890200083,2019,3,11,11,Math,20.69
890200083,2019,3,11,11,ELA,45.83
890206125,2019,3,9,9,Math,36.21
890206125,2019,3,9,9,ELA,23.96
890205664,2019,3,11,11,Math,43.1
890205664,2019,3,11,11,ELA,62.5
890157265,2019,3,11,11,Math,22.41
890157265,2019,3,11,11,ELA,33.33
890201968,2019,3,11,11,Math,18.97
890201968,2019,3,11,11,ELA,0
890201988,2019,3,11,11,Math,10.34
890201988,2019,3,11,11,ELA,0
890200719,2019,3,11,11,Math,3.45
890200719,2019,3,11,11,ELA,29.17
501000582,2019,4,10,10,Math,34.48
501000582,2019,4,10,10,ELA,35.42
900000121,2019,4,10,10,Math,13.64
900000121,2019,4,10,10,ELA,6.94
502000006,2019,4,10,10,Math,27.59
502000006,2019,4,10,10,ELA,33.33
501004053,2019,4,10,10,Math,31.82
